acct,acct_name,tier,fa
5031010000,LAUNDRY SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031010001,FURNISHINGS,Operational,"Supplies, Equipment & Materials"
5031019002,PEST CONTROL/EXTERMINATOR SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031019602,PARKING/ROADS MAINTENANCE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031019603,SIGNAGE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031030003,MAINTENANCE SUPPLIES - DUE TO INMATE ABUSE,Operational,"Supplies, Equipment & Materials"
5031030008,Welding Supplies,Operational,"Supplies, Equipment & Materials"
5031030009,Small Tools & Equipment,Operational,"Supplies, Equipment & Materials"
5031030010,Acetylene & Oxygen Supplies,Operational,"Supplies, Equipment & Materials"
5031030011,MISCELLANEOUS SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469300,CARPENTRY (SUPPLIES),Operational,"Supplies, Equipment & Materials"
5031469301,CAFETERIA EQUIPMENT & SMALL WARES,Operational,"Supplies, Equipment & Materials"
5031469302,ELECTRICAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469303,ENERGY MANAGEMENT SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469306,LIGHTING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469307,MECHANICAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469308,OTHER MAINTENANCE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469309,PLUMBING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469310,STRUCTURAL/ROOFING MAINTENANCE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469311,UNIFORMS,Operational,"Supplies, Equipment & Materials"
5031469313,CHILLER & CONT. MAINTENANCE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469314,ELEVATOR/ESCALATOR SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469317,WATER TREATMENT SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031469318,AIR PURIFICATION SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479200,CARPET SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479201,FABRIC/FURNITURE CLEANING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479204,LOCKSMITH SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479205,PAINTING (SUPPLIES),Operational,"Supplies, Equipment & Materials"
5031479206,SPECIALTY SURFACE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479207,WINDOW CLEANING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479208,WOOD MAINTENANCE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031479605,SNOW REMOVAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5031639500,OTHER SECURITY EXPENSES  SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032010023,Misc Electric Equipment & Components,Operational,"Supplies, Equipment & Materials"
5032410000,MED SCIENT & LAB SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032410001,MED SCIENT & LAB SUPPLIES - PRESC DRUGS,Operational,"Supplies, Equipment & Materials"
5032410002,MED SCIENT & LAB SUPPLIES - OTC DRUGS,Operational,"Supplies, Equipment & Materials"
5032410005,MED SURGICAL & OPTICAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032410006,DENTAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032410007,MED SCIENT & LAB MINOR EQUIPMENT,Operational,"Supplies, Equipment & Materials"
5032430000,CLIENT PATIENT INMATE HYGIENIC SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032810000,EDUCATIONAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032810001,EDUCATIONAL SUPPLIES - BOOKS,Operational,"Supplies, Equipment & Materials"
5032810002,EDUCATIONAL SUPPLIES - TEACHING AIDS,Operational,"Supplies, Equipment & Materials"
5032810003,EDUCATIONAL SUPPLIES - FILMS,Operational,"Supplies, Equipment & Materials"
5032820000,INSTRUCTIONAL MATERIALS,Operational,"Supplies, Equipment & Materials"
5032830000,TESTING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032910000,MUNITIONS TARGETS LAW ENF SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032910003,MUNITIONS TARGETS LAW ENF SUPPLIES TARGET,Operational,"Supplies, Equipment & Materials"
5032910004,MUNITIONS TARGETS LAW ENF SECURITY SUPPLIES,Operational,"Supplies, Equipment & Materials"
5032910005,MUNITIONS TARGETS LAW ENF SUPPLIES DOGS,Operational,"Supplies, Equipment & Materials"
5033020000,FEED & VETERIN SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033040000,AGRI-MARINE-FORESTRY SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033040001,AGRI-MARINE-FORESTRY SUPPLIES - SEED,Operational,"Supplies, Equipment & Materials"
5033040002,AGRI-MARINE-FORESTRY SUPPLIES - FERTILIZER,Operational,"Supplies, Equipment & Materials"
5033040003,AGRI-MARINE-FORESTRY SUPPLIES - LIVESTOCK,Operational,"Supplies, Equipment & Materials"
5033040004,AGRI-MARINE-FORESTRY SUPPLIES - MINOR EQUIPMENT,Operational,"Supplies, Equipment & Materials"
5033050000,CLOTHING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033070000,ART SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033130000,FACTORY SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033130001,MANUFACTURING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033130002,MACHINERY SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033140000,LICENSE PLATE SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033140001,TITLE & REGISTRATION SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033140002,CREDENTIAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033150000,PURCHASED RESALE - CONSUMER GOODS,Operational,"Supplies, Equipment & Materials"
5033150001,PURCHASED RESALE - CONSUMER GOODS-COTTON MILL,Operational,"Supplies, Equipment & Materials"
5033160000,PURCHASED RESALE - RAW MATERIALS,Operational,"Supplies, Equipment & Materials"
5033160001,PURCHASED RESALE - RAW MATERIALS-COTTON MILL,Operational,"Supplies, Equipment & Materials"
5033990000,OTHER SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033990001,PASTORAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5033990002,SHIPPING SUPPLIES,Operational,"Supplies, Equipment & Materials"
5034020003,INVENTORY- PROCUREMENT,Operational,"Supplies, Equipment & Materials"
5040067000,LEASE - LOW VALUE COPIER EQUIPMENT,Operational,"Supplies, Equipment & Materials"
5041620000,UNIFORM MAINTENANCE ALLOWANCE,Operational,"Supplies, Equipment & Materials"
5041860030,LEASE - MEDICAL SCIENCE LAB EQUIPMENT - INTEREST,Operational,"Supplies, Equipment & Materials"
5070310000,BASIC EQUIPMENT,Operational,"Supplies, Equipment & Materials"
5070310001,BASIC EQUIPMENT - NON-CAP,Operational,"Supplies, Equipment & Materials"
5070310003,BASIC EQUIPMENT - CAPITAL,Operational,"Supplies, Equipment & Materials"
5113020008,DURABLE MEDICAL SUPPLIES,Operational,"Supplies, Equipment & Materials"
5113020015,CleintServiceAssesementSupplies/Equip,Operational,"Supplies, Equipment & Materials"
5113020016,ClientServices Diagn/TreatSupplies/Equip,Operational,"Supplies, Equipment & Materials"
5113020017,ClientServicesAllOtherSupplies/Equip,Operational,"Supplies, Equipment & Materials"
5113020019,ClientServicesRehabTechnologySupplies/Eq,Operational,"Supplies, Equipment & Materials"
5113020020,ClientServicesOtherTrainSupplies/Eq,Operational,"Supplies, Equipment & Materials"
5113020021,ClientServicesPostTrainSupplies/Eq,Operational,"Supplies, Equipment & Materials"
5113020022,ClientServicesVocTrainSupplies/Eq,Operational,"Supplies, Equipment & Materials"
5113020023,ClientServicesMaintSupplies/Eq,Operational,"Supplies, Equipment & Materials"
1801023000,COMMUNICATIONS EQUIPMENT - (MA),Operational,Telecommunications & Connectivity
5020077110,"SRVCS,MAINT&WARR - DATA NETWORK",Operational,Telecommunications & Connectivity
5020077112,"NETWORK, CIRCUIT & VOICE - DATA NETWORK",Operational,Telecommunications & Connectivity
5020077220,"SRVCS,MAINT&WARR - VOICE NETWORK",Operational,Telecommunications & Connectivity
5020077222,"NETWORK, CIRCUIT & VOICE - VOICE NETWORK",Operational,Telecommunications & Connectivity
5020100000,COMM EQUIP SERVICES,Operational,Telecommunications & Connectivity
5020120000,CELLULAR TELEPHONE SERVICES,Operational,Telecommunications & Connectivity
5030067110,EQUIPMENT & SUPPLIES - DATA NETWORK,Operational,Telecommunications & Connectivity
5030067111,PROGRAMS & LICENCES - DATA NETWORK,Operational,Telecommunications & Connectivity
5030067220,EQUIPMENT & SUPPLIES - VOICE NETWORK,Operational,Telecommunications & Connectivity
5030067221,PROGRAMS & LICENCES - VOICE NETWORK,Operational,Telecommunications & Connectivity
5030090000,COMMUNICATION SUPPLIES,Operational,Telecommunications & Connectivity
5021350000,RESEARCH SURVEY & APPRAISERS,Operational,"Testing, Research & Appraisal"
5021510000,TESTING SERVICES,Operational,"Testing, Research & Appraisal"
5021430000,NON-STATE EMPLOYEE - TRAVEL - NON-REPORTABLE,Operational,"Travel, Lodging & Per Diem"
5021440000,NON-STATE EMPLOYEE - TRAVEL - REPORTABLE,Operational,"Travel, Lodging & Per Diem"
5021530000,CATERED MEALS,Operational,"Travel, Lodging & Per Diem"
5050010000,IN STATE - MEALS (NON-REPORTABLE),Operational,"Travel, Lodging & Per Diem"
5050010001,TRAINING – IN-STATE MEALS,Operational,"Travel, Lodging & Per Diem"
5050020000,IN STATE - LODGING,Operational,"Travel, Lodging & Per Diem"
5050020001,TRAINING – IN-STATE LODGING,Operational,"Travel, Lodging & Per Diem"
5050031000,HR TRAVEL - IN STATE - AIR TRANSPORTATION,Operational,"Travel, Lodging & Per Diem"
5050040000,IN STATE - AUTO MILEAGE,Operational,"Travel, Lodging & Per Diem"
5050040001,IN STATE - AUTO MILEAGE REDUCED,Operational,"Travel, Lodging & Per Diem"
5050040002,TRAINING – IN-STATE MILEAGE,Operational,"Travel, Lodging & Per Diem"
5050040003,IN STATE - AUTO MILEAGE - SESSION,Operational,"Travel, Lodging & Per Diem"
5050041000,HR TRAVEL - IN STATE - AUTO MILEAGE,Operational,"Travel, Lodging & Per Diem"
5050060000,IN STATE - MISCELLANEOUS TRAVEL EXPENSE,Operational,"Travel, Lodging & Per Diem"
5050060001,TRAINING – IN-STATE MISCELLANEOUS TRAVEL,Operational,"Travel, Lodging & Per Diem"
5050070000,TRAINING - IN-STATE REGISTRATION FEES,Operational,"Travel, Lodging & Per Diem"
5050080000,IN STATE - SUBSISTENCE ALLOWANCE,Operational,"Travel, Lodging & Per Diem"
5050080001,IN STATE - SUBSISTENCE ALLOWANCE - SESSION,Operational,"Travel, Lodging & Per Diem"
5050510000,OUT OF STATE - MEALS (NON-REPORTABLE),Operational,"Travel, Lodging & Per Diem"
5050520000,OUT OF STATE - LODGING,Operational,"Travel, Lodging & Per Diem"
5050531000,HR TRAVEL - OUT OF STATE - AIR TRANSPORTATION,Operational,"Travel, Lodging & Per Diem"
5050540000,OUT OF STATE - AUTO MILEAGE,Operational,"Travel, Lodging & Per Diem"
5050540001,OUT OF STATE - AUTO MILEAGE REDUCED,Operational,"Travel, Lodging & Per Diem"
5050541000,HR TRAVEL - OUT OF STATE - AUTO MILEAGE,Operational,"Travel, Lodging & Per Diem"
5050560000,OUT OF STATE - MISCELLANEOUS TRAVEL EXPENSE,Operational,"Travel, Lodging & Per Diem"
5050570000,TRAINING - OUT-OF-STATE REGISTRATION FEES,Operational,"Travel, Lodging & Per Diem"
5050580000,OUT OF STATE - SUBSISTENCE ALLOWANCE,Operational,"Travel, Lodging & Per Diem"
5051010000,FOREIGN TRAVEL - MEALS,Operational,"Travel, Lodging & Per Diem"
5051020000,FOREIGN TRAVEL - LODGING,Operational,"Travel, Lodging & Per Diem"
5051030000,FOREIGN TRAVEL - AIR TRANSPORTATION,Operational,"Travel, Lodging & Per Diem"
5051031000,HR - FOREIGN TRAVEL - AIR TRANSPORTATION,Operational,"Travel, Lodging & Per Diem"
5051040000,FOREIGN TRAVEL - AUTO MILEAGE,Operational,"Travel, Lodging & Per Diem"
5051041000,HR - FOREIGN TRAVEL - AUTO MILEAGE,Operational,"Travel, Lodging & Per Diem"
5051050000,FOREIGN TRAVEL - OTHER TRANSPORTATION,Operational,"Travel, Lodging & Per Diem"
5051060000,FOREIGN TRAVEL - MISCELLANEOUS TRAVEL EXPENSE,Operational,"Travel, Lodging & Per Diem"
5051070000,FOREIGN TRAVEL - REGISTRATION FEES,Operational,"Travel, Lodging & Per Diem"
5051520000,REPORTABLE MEALS,Operational,"Travel, Lodging & Per Diem"
5051990000,OTHER TRAVEL,Operational,"Travel, Lodging & Per Diem"
5052010000,TRAVEL ADVANCE,Operational,"Travel, Lodging & Per Diem"
5110010026,CLIENT PAYMENT - RENT/UTILITIES,Operational,Utilities
5150010000,NON REAL ESTATE - WATER UTILITIES,Operational,Utilities
5150010006,NON REAL ESTATE - GARBAGE SERVICE,Operational,Utilities
5150019400,WATER & SEWER,Operational,Utilities
5150020000,NATURAL GAS - NON-REAL ESTATE,Operational,Utilities
5150030000,ELECTRICITY - NON-REAL ESTATE,Operational,Utilities
5150039400,ELECTRICITY,Operational,Utilities
5150039401,OVERTIME HVAC (ELECTRICITY AFTER HOURS),Operational,Utilities
1801010000,VEHICLES & TRANSPORTATION - (MA),Operational,"Vehicles, Fuel & Fleet"
1801010500,LAW ENFORCEMENT  VEHICLES - (MA),Operational,"Vehicles, Fuel & Fleet"
1801011000,BUSES - (MA),Operational,"Vehicles, Fuel & Fleet"
1801012000,AIRCRAFT & HELICOPTERS - (MA),Operational,"Vehicles, Fuel & Fleet"
1801013000,WATERCRAFT & BOATS - (MA),Operational,"Vehicles, Fuel & Fleet"
5021450000,MOTORIZED VEHICLE SERVICES,Operational,"Vehicles, Fuel & Fleet"
5021450001,MOTOR VEHICLE REPAIRS - COMMERCIAL,Operational,"Vehicles, Fuel & Fleet"
5021450002,MOTOR VEHICLE REPAIRS - WRECKED,Operational,"Vehicles, Fuel & Fleet"
5021450003,MOTORIZED VEHICLE SERVICES INTERNAL,Operational,"Vehicles, Fuel & Fleet"
5021450004,MOTORIZED VEHICLE CAR WASH SERVICES,Operational,"Vehicles, Fuel & Fleet"
5021450005,MOTORIZED VEHICLE SVCS - TIRES - RETREAD SERVICES,Operational,"Vehicles, Fuel & Fleet"
5021469322,VEHICLE MAINTENANCE,Operational,"Vehicles, Fuel & Fleet"
5024990007,Vehicle Safety Pkg Boxes (by Sign Shop),Operational,"Vehicles, Fuel & Fleet"
5031469315,VEHICLE MAINTENANCE SUPPLIES,Operational,"Vehicles, Fuel & Fleet"
5031510000,MOTOR VEHICLE SUPPLIES,Operational,"Vehicles, Fuel & Fleet"
5031510001,MOTOR VEHICLE SUPPLIES - NON STATE VEHICLE,Operational,"Vehicles, Fuel & Fleet"
5031510002,MOTOR VEHICLE SUPPLIES - INVENTORY PARTS,Operational,"Vehicles, Fuel & Fleet"
5031510003,MOTOR VEHICLE SUPPLIES - WORK ORDER PARTS,Operational,"Vehicles, Fuel & Fleet"
5031510004,MOTOR VEHICLE SUPPLIES - OTHER SUPPLIES,Operational,"Vehicles, Fuel & Fleet"
5031510005,MOTOR VEHICLE SUPPLIES - TIRES & BATTERIES,Operational,"Vehicles, Fuel & Fleet"
5031510006,MOTOR VEHICLE TAGS TITLES AND REGISTRATIONS,Operational,"Vehicles, Fuel & Fleet"
5031510008,MOTOR VEHICLE GREASE AND TRANSMISSION OIL,Operational,"Vehicles, Fuel & Fleet"
5031510009,MOTOR VEHICLE ANTI FREEZE/WASHING/WAXING SUPPLIES,Operational,"Vehicles, Fuel & Fleet"
5031510010,MOTOR VEHICLE TIRES & TUBES,Operational,"Vehicles, Fuel & Fleet"
5031510011,MOTOR VEHICLE AUTO BATTERIES,Operational,"Vehicles, Fuel & Fleet"
5031510013,MOTOR VEHICLE REPLACEMENT PARTS,Operational,"Vehicles, Fuel & Fleet"
5031520000,SCHOOL BUS & SUPPORT VEHICLE PARTS,Operational,"Vehicles, Fuel & Fleet"
5031530000,GASOLINE,Operational,"Vehicles, Fuel & Fleet"
5031570000,DIESEL FUEL-TRANSPORTATION,Operational,"Vehicles, Fuel & Fleet"
5031600000,AVIATION FUEL-JET,Operational,"Vehicles, Fuel & Fleet"
5031610000,AVIATION GASOLINE,Operational,"Vehicles, Fuel & Fleet"
5033189400,FUEL OIL,Operational,"Vehicles, Fuel & Fleet"
5040510002,INSURANCE - STATE - MOTOR VEHICLE,Operational,"Vehicles, Fuel & Fleet"
5051540000,LEASED CAR - STATE OWNED,Operational,"Vehicles, Fuel & Fleet"
1801004000,INFRASTRUCTURE  - (MA),Unclassified,Unclassified
1801005000,BUILDINGS - (MA),Unclassified,Unclassified
1801006000,BUILDING IMPROVEMENTS - (MA),Unclassified,Unclassified
1801007000,LEASEHOLD IMPROVEMENTS - (MA),Unclassified,Unclassified
1801035000,INTANGIBLE ASSETS NON-DEPRECIABLE - (MA),Unclassified,Unclassified
1801036000,INTANGIBLE ASSETS DEPRECIABLE - (MA),Unclassified,Unclassified
2000060000,ACCOUNTS PAYABLE - CUSTOMER REFUNDS,Unclassified,Unclassified
2010020000,USE TAX PAYABLE,Unclassified,Unclassified
2090030000,MASTER LEASE PROGRAM,Unclassified,Unclassified
5010020000,CHIEF JUSTICE,Unclassified,Unclassified
5010100000,COMMISSIONER OF BANKING,Unclassified,Unclassified
5010580000,CLASSIFIED POSITIONS,Unclassified,Unclassified
5010600000,UNCLASSIFIED POSITIONS,Unclassified,Unclassified
5010720000,PER DIEM,Unclassified,Unclassified
5010790000,PATIENT EARNINGS,Unclassified,Unclassified
5010800000,INMATE EARNINGS,Unclassified,Unclassified
5020040000,MICROFILM FILE FICHE PROCESSING,Unclassified,Unclassified
5020050000,PHOTOGRAPHIC & AUDIOVISUAL SERVICES,Unclassified,Unclassified
5020060000,PRINT PUBLICATION ANNUAL REPORTS,Unclassified,Unclassified
5020077113,MOBILE HOTSPOT SERVICE,Unclassified,Unclassified
5021330006,INFRASTRUCTURE FUNDING AGREEMENT EXPENSE,Unclassified,Unclassified
5021330007,INFRASTRUCTURE FUNDING AGREEMENT REIMBURSEMENT,Unclassified,Unclassified
5021360000,STATE FED SUPERFUND - HAZARDOUS WASTE,Unclassified,Unclassified
5021360001,HAZARDOUS INFECTIOUS WASTE,Unclassified,Unclassified
5021380000,SUBCONTRACT WITH ENTITIES - MATCH FUNDS,Unclassified,Unclassified
5021390000,CONTRACTUAL AGREEMENTS WITH SCHOOL DISTRICTS,Unclassified,Unclassified
5021460000,GENERAL REPAIR,Unclassified,Unclassified
5021469302,CARPENTRY (SERVICES),Unclassified,Unclassified
5021469303,AIR PURIFICATION SERVICES,Unclassified,Unclassified
5021469304,CHILLER & CONTROL MAINTENANCE,Unclassified,Unclassified
5021469305,ELECTRICAL REPAIRS,Unclassified,Unclassified
5021469306,ELEVATOR/ESCALATOR MAINTENANCE,Unclassified,Unclassified
5021469307,EMERGENCY GENERATOR SERVICES,Unclassified,Unclassified
5021469308,ENERGY MANAGEMENT,Unclassified,Unclassified
5021469309,ENGINEERING SERVICES,Unclassified,Unclassified
5021469312,LIGHTING/LIGHTING CONTROLS,Unclassified,Unclassified
5021469313,MECHANICAL REPAIRS,Unclassified,Unclassified
5021469314,OTHER MAINTENANCE EXPENSES,Unclassified,Unclassified
5021469315,PLUMBING SERVICES,Unclassified,Unclassified
5021469317,STRUCTURAL/ROOFING MAINTENANCE,Unclassified,Unclassified
5021469318,SUPPLEMENTAL A/C,Unclassified,Unclassified
5021469319,UNDER FLOOR MAINTENANCE,Unclassified,Unclassified
5021469323,WATER TREATMENT,Unclassified,Unclassified
5021470000,LAUNDRY SERVICES,Unclassified,Unclassified
5021479202,CARPET MAINTENANCE,Unclassified,Unclassified
5021479203,CARPET REPAIR,Unclassified,Unclassified
5021479204,DIRECT USER CLEANING SERVICES,Unclassified,Unclassified
5021479206,GLASS REPAIR,Unclassified,Unclassified
5021479208,LOCKSMITH SERVICES,Unclassified,Unclassified
5021479209,PAINTING (SERVICES),Unclassified,Unclassified
5021479210,PEST CONTROL/EXTERMINATING,Unclassified,Unclassified
5021479211,RUBBISH REMOVAL,Unclassified,Unclassified
5021479212,SPECIALTY SURFACE MAINTENANCE,Unclassified,Unclassified
5021479213,WINDOW CLEANING,Unclassified,Unclassified
5021479214,WINDOW TREATMENT,Unclassified,Unclassified
5021479215,WOOD MAINTENANCE,Unclassified,Unclassified
5021479602,PARKING/ROADS MAINTENANCE,Unclassified,Unclassified
5021479603,PARKING/ROADS SWEEPING,Unclassified,Unclassified
5021479604,SIGNAGE,Unclassified,Unclassified
5021479605,SNOW REMOVAL,Unclassified,Unclassified
5021540004,Other Prof Services 25% Local Share Refund,Unclassified,Unclassified
5021560000,FACTORY SERVICES,Unclassified,Unclassified
5021580000,RECOVERY AUDIT SERVICES,Unclassified,Unclassified
5021599100,BUILDING MANAGEMENT FEE,Unclassified,Unclassified
5021599103,DIRECT USER COSTS SERVICES,Unclassified,Unclassified
5021599107,OTHER PROFESSIONAL FEES,Unclassified,Unclassified
5021599108,REPRODUCTION SERVICES (COPYING),Unclassified,Unclassified
5021599500,DIRECT USER SECURITY EXPENSES,Unclassified,Unclassified
5024990005,Highway Retreatment Contracts,Unclassified,Unclassified
5030010004,SUBSCRIPTIONS,Unclassified,Unclassified
5030010008,Engineering,Unclassified,Unclassified
5030010009,Office Machine Repair Parts,Unclassified,Unclassified
5031010003,KITCHEN UTENSILS,Unclassified,Unclassified
5031479202,HOLIDAY DECORATIONS,Unclassified,Unclassified
5031530001,ETHANOL,Unclassified,Unclassified
5031550000,MOTOR OIL,Unclassified,Unclassified
5031560000,PROPANE-TRANSPORTATION,Unclassified,Unclassified
5031590000,GASOHOL,Unclassified,Unclassified
5032010001,Material Pits,Unclassified,Unclassified
5032010002,Aggregate,Unclassified,Unclassified
5032010004,EPOXY PATCHING COMPOUND,Unclassified,Unclassified
5032010005,Structural Steel,Unclassified,Unclassified
5032010006,Flat Iron/Steel Bars/Sheets/Angle Iron,Unclassified,Unclassified
5032010007,Concrete or Cement,Unclassified,Unclassified
5032010008,Culvert Pipe,Unclassified,Unclassified
5032010009,Brick or Cement Blocks,Unclassified,Unclassified
5032010012,"CASTINGS, GRATES & MANHOLE COVERS",Unclassified,Unclassified
5032010013,Calcium & Sodium Chloride,Unclassified,Unclassified
5032010015,Traffic Paints & Additives,Unclassified,Unclassified
5032010016,Signs & Markers,Unclassified,Unclassified
5032010017,Signals,Unclassified,Unclassified
5032010018,PAINTS ADDITIVE PRESERVATIVE-NOT TRAFFIC,Unclassified,Unclassified
5032010019,Crash Attenuators,Unclassified,Unclassified
5032010020,Signs & Markers - Logo,Unclassified,Unclassified
5032010021,Guy Cables & Electrical Wire,Unclassified,Unclassified
5032010022,Bolt/Washer/Fastener/Galvanized Nut Bolt,Unclassified,Unclassified
5032010025,Lumber,Unclassified,Unclassified
5032010026,Stakes,Unclassified,Unclassified
5032010027,"FERTILIZER, SEED AND HERBICIDE",Unclassified,Unclassified
5032410003,MED SCIENT & LAB PRESCRIPTION DRUGS,Unclassified,Unclassified
5032410009,Prof & Scien Supp & Materials Not Class,Unclassified,Unclassified
5032420000,TESTING MATERIAL FOR LABS,Unclassified,Unclassified
5032910001,MUNITIONS TARGETS LAW ENF WEAPONS AMMO,Unclassified,Unclassified
5032910002,MUNITIONS TARGETS LAW ENF CHEMICAL MUNIT,Unclassified,Unclassified
5033050001,CLOTHING - INMATE,Unclassified,Unclassified
5033050002,CLOTHING  - OFFICER,Unclassified,Unclassified
5033050003,Prescription Safety Glasses,Unclassified,Unclassified
5033050004,Safety Boots,Unclassified,Unclassified
5033060000,STAGE PROPERTIES,Unclassified,Unclassified
5033090000,EMPLOYEE RECOGNITION AWARDS,Unclassified,Unclassified
5033110000,PURCHASING CARD EXPENDITURES,Unclassified,Unclassified
5033120000,REVENUE TAX STAMPS,Unclassified,Unclassified
5033170000,WOOD,Unclassified,Unclassified
5033190000,PROPANE - OTHER,Unclassified,Unclassified
5040077000,LEASE - LOW VALUE DATA PROCESSING,Unclassified,Unclassified
5040510003,INSURANCE - STATE - REAL PROPERTY,Unclassified,Unclassified
5040520001,IRF-REINSURANCE,Unclassified,Unclassified
5040807000,LEASE - LOW VALUE SBITA,Unclassified,Unclassified
5040810000,CONTRIBUTIONS,Unclassified,Unclassified
5041020000,FEES AND FINES,Unclassified,Unclassified
5041020001,FEES AND FINES - BACKGROUND CHECKS,Unclassified,Unclassified
5041020002,FEES AND FINES - C N A,Unclassified,Unclassified
5041020003,FEES AND FINES - PENALTY,Unclassified,Unclassified
5041020004,FEES AND FINES - LICENSING,Unclassified,Unclassified
5041469300,PERMITS & LICENSES,Unclassified,Unclassified
5041630000,IN-DISTRICT EXPENSE,Unclassified,Unclassified
5041810000,LEASE OTHER - EXECUTORY COST,Unclassified,Unclassified
5041817000,LEASE SBITA - EXECUTORY,Unclassified,Unclassified
5041830000,LEASE OTHER - INTEREST,Unclassified,Unclassified
5041837000,LEASE SBITA - INTEREST,Unclassified,Unclassified
5041867060,LEASE DATA PROCESSING EQUIP - INTEREST,Unclassified,Unclassified
5042990000,OTHER FIXED CHARGES,Unclassified,Unclassified
5050030000,IN STATE - AIR TRANSPORTATION,Unclassified,Unclassified
5050050000,IN STATE - OTHER TRANSPORTATION,Unclassified,Unclassified
5050530000,OUT OF STATE - AIR TRANSPORTATION,Unclassified,Unclassified
5050550000,OUT OF STATE - OTHER TRANSPORTATION,Unclassified,Unclassified
5051550000,AGENCY HEAD BUSINESS EXPENSE,Unclassified,Unclassified
5070110000,BUILDING PURCHASE,Unclassified,Unclassified
5070310002,CAP PROJ - CAP EQUIP,Unclassified,Unclassified
5070740001,Relocation - RHP 180 day owner,Unclassified,Unclassified
5070740007,Relocation-Down Paymnt 90-180 day owner,Unclassified,Unclassified
5070740008,Relocation - Down Payment Tenant,Unclassified,Unclassified
5070740009,Relocation - Last Resort Owner,Unclassified,Unclassified
5070740010,Relocation - Last Resort Tenant,Unclassified,Unclassified
5070740011,Relocation-Moving Cost Sched Residential,Unclassified,Unclassified
5070740012,Relocat-Moving Cost Bus/Farms/Non-Profit,Unclassified,Unclassified
5070740013,Relocation - Search Expenses,Unclassified,Unclassified
5070740014,Relocation-Business Re-Establishment Exp,Unclassified,Unclassified
5070740015,Relocation - Direct Losses,Unclassified,Unclassified
5070740016,Relocation - In-Lieu of Moving Expenses,Unclassified,Unclassified
5070740017,Relocation-Miscellaneous Moving Expense,Unclassified,Unclassified
5070750001,Pmt to Right of Wy Relocation Contractor,Unclassified,Unclassified
5070750002,Relocation-Moving Cost Actual Residentia,Unclassified,Unclassified
5070750003,Relocation - Moving Cost Estimate Fee,Unclassified,Unclassified
5071710000,LABOR COST-CLASSIFIED,Unclassified,Unclassified
5071730000,LABOR COST-INMATE EARNINGS,Unclassified,Unclassified
5072010002,RW-Int Pmt on Exc Amt Jury Verd ovr aprl,Unclassified,Unclassified
5080110000,INTEREST PAYMENTS,Unclassified,Unclassified
5080140000,INTEREST-LOAN NOTE,Unclassified,Unclassified
5080150000,INTEREST - MASTER LEASE PROGRAM,Unclassified,Unclassified
5081220000,OTHER DEBT CHARGES,Unclassified,Unclassified
5090010000,SALES TAX PAID,Unclassified,Unclassified
5090020000,PROPERTY TAXES,Unclassified,Unclassified
5090520000,HOSPITALITY FEE,Unclassified,Unclassified
5110010002,CleintServiceAssesementClientPay,Unclassified,Unclassified
